Name,Line,Treatment,Concentration,Day,boutd,sleepd,boutn,sleepn,wakeact,sleeplat,Sex
53_10_900,900,Trifluoperazine2HCl_,1,1,17,409,16,622,2.21027,19,Male
53_10_900,900,Trifluoperazine2HCl_,1,2,19,428,16,607,2.54568,57,Male
53_10_900,900,Trifluoperazine2HCl_,1,3,15,379,13,579,2.74274,84,Male
53_10_900,900,Trifluoperazine2HCl_,1,4,16,362,14,502,2.37847,109,Male
53_10_900,900,Trifluoperazine2HCl_,1,5,20,391,13,554,2.32929,59,Male
53_11_900,900,Trifluoperazine2HCl_,1,1,16,334,13,511,3.87563,90,Male
53_11_900,900,Trifluoperazine2HCl_,1,2,17,393,11,503,3.50184,146,Male
53_11_900,900,Trifluoperazine2HCl_,1,3,19,348,8,526,3.38163,178,Male
53_11_900,900,Trifluoperazine2HCl_,1,4,14,296,5,527,2.96272,187,Male
53_11_900,900,Trifluoperazine2HCl_,1,5,18,315,8,483,2.90031,213,Male
53_12_900,900,Trifluoperazine2HCl_,1,1,10,420,8,562,2.73799,41,Male
53_12_900,900,Trifluoperazine2HCl_,1,2,5,494,14,529,2.31175,81,Male
53_12_900,900,Trifluoperazine2HCl_,1,3,13,443,12,570,2.29508,106,Male
53_12_900,900,Trifluoperazine2HCl_,1,4,10,396,11,532,2.29883,105,Male
53_12_900,900,Trifluoperazine2HCl_,1,5,13,410,13,529,2.1996,117,Male
53_14_900,900,Trifluoperazine2HCl_,1,1,17,340,10,396,3.48864,118,Male
53_14_900,900,Trifluoperazine2HCl_,1,2,17,357,4,364,3.11961,202,Male
53_14_900,900,Trifluoperazine2HCl_,1,3,18,319,7,370,2.86951,209,Male
53_14_900,900,Trifluoperazine2HCl_,1,4,16,348,9,405,2.88501,229,Male
53_14_900,900,Trifluoperazine2HCl_,1,5,13,371,10,310,2.34651,255,Male
53_16_900,900,Trifluoperazine2HCl_,1,1,10,302,2,452,2.44169,54,Male
53_16_900,900,Trifluoperazine2HCl_,1,2,13,309,8,467,2.70331,59,Male
53_16_900,900,Trifluoperazine2HCl_,1,3,10,288,2,469,2.64714,70,Male
53_16_900,900,Trifluoperazine2HCl_,1,4,10,314,3,418,2.81497,68,Male
53_16_900,900,Trifluoperazine2HCl_,1,5,11,209,5,374,2.6056,31,Male
53_17_900,900,Trifluoperazine2HCl_,2,1,9,56,17,292,1.3022,59,Female
53_17_900,900,Trifluoperazine2HCl_,2,2,16,111,23,399,1.40108,33,Female
53_17_900,900,Trifluoperazine2HCl_,2,3,14,95,17,432,1.29901,22,Female
53_17_900,900,Trifluoperazine2HCl_,2,4,15,88,17,589,1.20315,8,Female
53_17_900,900,Trifluoperazine2HCl_,2,5,21,160,24,275,1.17214,9,Female
53_20_900,900,Trifluoperazine2HCl_,2,1,11,156,7,633,2.27957,33,Female
53_20_900,900,Trifluoperazine2HCl_,2,2,14,295,6,540,2.27934,106,Female
53_20_900,900,Trifluoperazine2HCl_,2,3,12,327,3,598,1.94175,111,Female
53_20_900,900,Trifluoperazine2HCl_,2,4,13,265,4,578,1.96985,104,Female
53_20_900,900,Trifluoperazine2HCl_,2,5,12,300,3,697,1.72235,18,Female
53_21_900,900,Trifluoperazine2HCl_,2,1,11,159,2,633,1.79012,86,Female
53_21_900,900,Trifluoperazine2HCl_,2,2,14,266,5,559,1.6748,126,Female
53_21_900,900,Trifluoperazine2HCl_,2,3,16,262,3,692,1.54321,25,Female
53_21_900,900,Trifluoperazine2HCl_,2,4,18,224,5,624,1.52534,9,Female
53_21_900,900,Trifluoperazine2HCl_,2,5,21,237,10,573,1.64603,7,Female
53_22_900,900,Trifluoperazine2HCl_,2,1,24,228,9,670,1.78229,28,Female
53_22_900,900,Trifluoperazine2HCl_,2,2,23,393,3,631,1.69952,78,Female
53_22_900,900,Trifluoperazine2HCl_,2,3,17,314,7,657,1.33049,36,Female
53_22_900,900,Trifluoperazine2HCl_,2,4,13,258,2,627,1.21441,91,Female
53_22_900,900,Trifluoperazine2HCl_,2,5,17,273,1,684,1.0559,36,Female
53_23_900,900,Trifluoperazine2HCl_,2,1,14,160,13,616,1.8494,26,Female
53_23_900,900,Trifluoperazine2HCl_,2,2,18,313,4,631,1.80444,56,Female
53_23_900,900,Trifluoperazine2HCl_,2,3,28,324,2,615,1.99601,105,Female
53_23_900,900,Trifluoperazine2HCl_,2,4,21,368,2,591,2.079,128,Female
53_23_900,900,Trifluoperazine2HCl_,2,5,22,349,2,606,1.99175,109,Female
53_24_900,900,Trifluoperazine2HCl_,2,1,6,47,8,56,1.70157,162,Female
53_24_900,900,Trifluoperazine2HCl_,2,2,9,139,9,431,1.74713,238,Female
53_24_900,900,Trifluoperazine2HCl_,2,3,7,51,12,607,1.35166,9,Female
53_24_900,900,Trifluoperazine2HCl_,2,4,15,109,8,345,1.53144,9,Female
53_24_900,900,Trifluoperazine2HCl_,2,5,12,84,11,609,1.52343,31,Female
53_25_900,900,Trifluoperazine2HCl_,2,1,14,490,8,311,2.79186,64,Male
53_25_900,900,Trifluoperazine2HCl_,2,2,16,581,8,294,2.74159,121,Male
53_25_900,900,Trifluoperazine2HCl_,2,3,19,520,7,327,2.73862,128,Male
53_25_900,900,Trifluoperazine2HCl_,2,4,18,458,5,426,2.57374,163,Male
53_25_900,900,Trifluoperazine2HCl_,2,5,16,513,5,414,2.59064,176,Male
53_26_900,900,Trifluoperazine2HCl_,2,1,9,365,5,506,1.81898,62,Male
53_26_900,900,Trifluoperazine2HCl_,2,2,14,449,9,566,1.68471,136,Male
53_26_900,900,Trifluoperazine2HCl_,2,3,14,384,2,539,1.67311,150,Male
53_26_900,900,Trifluoperazine2HCl_,2,4,21,377,7,532,1.60075,172,Male
53_26_900,900,Trifluoperazine2HCl_,2,5,10,472,11,527,1.678,159,Male
53_27_900,900,Trifluoperazine2HCl_,2,1,13,453,3,702,2.81754,14,Male
53_27_900,900,Trifluoperazine2HCl_,2,2,22,651,11,614,3.55429,91,Male
53_27_900,900,Trifluoperazine2HCl_,2,3,11,561,4,644,3.06809,72,Male
53_27_900,900,Trifluoperazine2HCl_,2,4,8,499,3,648,2.96928,66,Male
53_27_900,900,Trifluoperazine2HCl_,2,5,17,495,3,602,2.50729,100,Male
53_28_900,900,Trifluoperazine2HCl_,2,1,15,408,2,642,2.27692,77,Male
53_28_900,900,Trifluoperazine2HCl_,2,2,13,480,7,566,2.61168,118,Male
53_28_900,900,Trifluoperazine2HCl_,2,3,17,392,4,576,2.4428,140,Male
53_28_900,900,Trifluoperazine2HCl_,2,4,12,351,16,518,2.338,147,Male
53_28_900,900,Trifluoperazine2HCl_,2,5,11,316,1,520,2.15397,184,Male
53_29_900,900,Trifluoperazine2HCl_,2,1,18,397,12,526,1.9265,40,Male
53_29_900,900,Trifluoperazine2HCl_,2,2,20,499,7,540,1.82544,71,Male
53_29_900,900,Trifluoperazine2HCl_,2,3,16,506,2,578,1.8736,91,Male
53_29_900,900,Trifluoperazine2HCl_,2,4,14,472,3,553,2.0506,111,Male
53_29_900,900,Trifluoperazine2HCl_,2,5,22,476,10,600,1.64286,80,Male
53_30_900,900,Trifluoperazine2HCl_,2,1,26,479,10,638,1.83591,63,Male
53_30_900,900,Trifluoperazine2HCl_,2,2,20,629,5,611,2.185,100,Male
53_30_900,900,Trifluoperazine2HCl_,2,3,9,584,2,623,2.04292,96,Male
53_30_900,900,Trifluoperazine2HCl_,2,4,15,586,3,627,1.9207,92,Male
53_30_900,900,Trifluoperazine2HCl_,2,5,6,548,7,610,2.01418,98,Male
53_31_900,900,Trifluoperazine2HCl_,2,1,15,312,11,522,3.52475,63,Male
53_31_900,900,Trifluoperazine2HCl_,2,2,16,376,11,477,3.04429,111,Male
53_31_900,900,Trifluoperazine2HCl_,2,3,14,370,3,519,2.90563,132,Male
53_31_900,900,Trifluoperazine2HCl_,2,4,13,306,10,561,2.42757,135,Male
53_31_900,900,Trifluoperazine2HCl_,2,5,17,367,5,578,2.46869,136,Male
53_32_900,900,Trifluoperazine2HCl_,2,1,15,480,5,579,2.21785,26,Male
53_32_900,900,Trifluoperazine2HCl_,2,2,18,516,4,552,1.83871,52,Male
53_32_900,900,Trifluoperazine2HCl_,2,3,14,503,3,575,1.98619,76,Male
53_32_900,900,Trifluoperazine2HCl_,2,4,14,407,6,613,1.37857,87,Male
53_32_900,900,Trifluoperazine2HCl_,2,5,15,380,5,563,1.62575,97,Male
54_1_900,900,Trifluoperazine2HCl_,3,1,24,319,4,634,1.67967,25,Female
54_1_900,900,Trifluoperazine2HCl_,3,2,27,369,17,597,1.61392,10,Female
54_1_900,900,Trifluoperazine2HCl_,3,3,25,231,7,670,1.63451,7,Female
54_1_900,900,Trifluoperazine2HCl_,3,4,16,146,5,644,1.60154,17,Female
54_1_900,900,Trifluoperazine2HCl_,3,5,24,228,8,677,1.53645,29,Female
54_2_900,900,Trifluoperazine2HCl_,3,1,8,190,14,434,2.20221,130,Female
54_2_900,900,Trifluoperazine2HCl_,3,2,5,79,18,473,1.77928,125,Female
54_2_900,900,Trifluoperazine2HCl_,3,3,6,149,12,562,1.98354,32,Female
54_2_900,900,Trifluoperazine2HCl_,3,4,16,161,16,555,1.94199,57,Female
54_2_900,900,Trifluoperazine2HCl_,3,5,11,165,9,546,1.79835,139,Female
54_3_900,900,Trifluoperazine2HCl_,3,1,19,295,3,601,2.05331,38,Female
54_3_900,900,Trifluoperazine2HCl_,3,2,23,471,2,713,1.55078,9,Female
54_3_900,900,Trifluoperazine2HCl_,3,3,21,365,6,657,1.93062,36,Female
54_3_900,900,Trifluoperazine2HCl_,3,4,22,348,3,660,1.86111,50,Female
54_3_900,900,Trifluoperazine2HCl_,3,5,16,390,2,598,2.02434,118,Female
54_4_900,900,Trifluoperazine2HCl_,3,1,17,261,5,680,2.19238,33,Female
54_4_900,900,Trifluoperazine2HCl_,3,2,17,340,10,692,2.12255,12,Female
54_4_900,900,Trifluoperazine2HCl_,3,3,27,315,3,629,1.85887,74,Female
54_4_900,900,Trifluoperazine2HCl_,3,4,25,351,6,549,1.89074,124,Female
54_4_900,900,Trifluoperazine2HCl_,3,5,17,193,12,505,1.95957,15,Female
54_5_900,900,Trifluoperazine2HCl_,3,1,22,184,5,699,1.20287,7,Female
54_5_900,900,Trifluoperazine2HCl_,3,2,16,283,19,650,1.54043,10,Female
54_5_900,900,Trifluoperazine2HCl_,3,3,26,188,3,697,1.08649,12,Female
54_5_900,900,Trifluoperazine2HCl_,3,4,36,273,6,688,1.08977,1,Female
54_5_900,900,Trifluoperazine2HCl_,3,5,37,289,5,710,1.09524,5,Female
54_6_900,900,Trifluoperazine2HCl_,3,1,14,94,1,689,1.20244,10,Female
54_6_900,900,Trifluoperazine2HCl_,3,2,14,161,4,707,1.08042,6,Female
54_6_900,900,Trifluoperazine2HCl_,3,3,10,58,15,611,1.50584,20,Female
54_6_900,900,Trifluoperazine2HCl_,3,4,16,108,11,602,1.53836,20,Female
54_6_900,900,Trifluoperazine2HCl_,3,5,15,103,10,437,1.45,109,Female
54_7_900,900,Trifluoperazine2HCl_,3,1,22,355,7,687,1.70352,18,Female
54_7_900,900,Trifluoperazine2HCl_,3,2,32,395,2,709,1.34226,9,Female
54_7_900,900,Trifluoperazine2HCl_,3,3,27,313,3,691,1.59174,25,Female
54_7_900,900,Trifluoperazine2HCl_,3,4,30,372,1,704,1.62363,16,Female
54_7_900,900,Trifluoperazine2HCl_,3,5,28,309,1,714,1.28058,6,Female
54_8_900,900,Trifluoperazine2HCl_,3,1,18,310,23,565,1.63894,38,Female
54_8_900,900,Trifluoperazine2HCl_,3,2,23,383,16,457,1.735,99,Female
54_8_900,900,Trifluoperazine2HCl_,3,3,23,342,17,505,1.62395,123,Female
54_8_900,900,Trifluoperazine2HCl_,3,4,22,293,14,410,1.49796,132,Female
54_8_900,900,Trifluoperazine2HCl_,3,5,21,337,11,477,1.42812,232,Female
54_9_900,900,Trifluoperazine2HCl_,3,1,17,193,7,507,2.1473,33,Male
54_9_900,900,Trifluoperazine2HCl_,3,2,10,220,5,518,2.02137,75,Male
54_9_900,900,Trifluoperazine2HCl_,3,3,15,234,7,545,2.45083,107,Male
54_9_900,900,Trifluoperazine2HCl_,3,4,10,73,10,555,2.03079,33,Male
54_9_900,900,Trifluoperazine2HCl_,3,5,27,238,17,557,1.56279,3,Male
54_10_900,900,Trifluoperazine2HCl_,3,1,10,549,11,602,2.77509,31,Male
54_10_900,900,Trifluoperazine2HCl_,3,2,12,580,8,649,2.63507,33,Male
54_10_900,900,Trifluoperazine2HCl_,3,3,17,538,5,653,2.86747,38,Male
54_10_900,900,Trifluoperazine2HCl_,3,4,25,497,9,640,2.42904,30,Male
54_10_900,900,Trifluoperazine2HCl_,3,5,23,421,5,634,1.87013,25,Male
54_11_900,900,Trifluoperazine2HCl_,3,1,22,571,3,710,3.04403,0,Male
54_11_900,900,Trifluoperazine2HCl_,3,2,29,583,15,685,1.77907,0,Male
54_11_900,900,Trifluoperazine2HCl_,3,3,25,545,16,673,2.10811,5,Male
54_11_900,900,Trifluoperazine2HCl_,3,4,25,540,7,699,1.84577,8,Male
54_11_900,900,Trifluoperazine2HCl_,3,5,30,522,12,675,1.99588,0,Male
54_12_900,900,Trifluoperazine2HCl_,3,1,24,273,14,517,2.07077,33,Male
54_12_900,900,Trifluoperazine2HCl_,3,2,32,416,23,485,2.52876,18,Male
54_12_900,900,Trifluoperazine2HCl_,3,3,26,435,17,466,2.13915,48,Male
54_12_900,900,Trifluoperazine2HCl_,3,4,26,350,25,416,1.83234,20,Male
54_12_900,900,Trifluoperazine2HCl_,3,5,26,373,37,378,2.2656,36,Male
54_14_900,900,Trifluoperazine2HCl_,3,1,10,525,3,701,2.7243,17,Male
54_14_900,900,Trifluoperazine2HCl_,3,2,18,596,7,652,3.06771,0,Male
54_14_900,900,Trifluoperazine2HCl_,3,3,20,557,2,637,2.48374,82,Male
54_14_900,900,Trifluoperazine2HCl_,3,4,17,497,13,611,2.78313,83,Male
54_14_900,900,Trifluoperazine2HCl_,3,5,23,478,9,597,2.50411,100,Male
54_15_900,900,Trifluoperazine2HCl_,3,1,8,425,12,607,2.36765,38,Male
54_15_900,900,Trifluoperazine2HCl_,3,2,31,585,2,548,2.81759,98,Male
54_15_900,900,Trifluoperazine2HCl_,3,3,22,494,4,537,2.45232,120,Male
54_15_900,900,Trifluoperazine2HCl_,3,4,28,422,4,553,2.07742,123,Male
54_15_900,900,Trifluoperazine2HCl_,3,5,25,444,13,556,2.21818,124,Male
54_16_900,900,Trifluoperazine2HCl_,3,1,9,443,7,495,2.56175,76,Male
54_16_900,900,Trifluoperazine2HCl_,3,2,13,507,10,477,2.88158,110,Male
54_16_900,900,Trifluoperazine2HCl_,3,3,20,495,7,467,2.98745,143,Male
54_16_900,900,Trifluoperazine2HCl_,3,4,12,420,21,405,2.66341,176,Male
54_16_900,900,Trifluoperazine2HCl_,3,5,19,464,10,475,2.78244,148,Male
54_18_900,900,Trifluoperazine2HCl_,4,1,17,220,14,666,2.04513,21,Female
54_18_900,900,Trifluoperazine2HCl_,4,2,18,327,5,662,2.21508,17,Female
54_18_900,900,Trifluoperazine2HCl_,4,3,12,329,2,598,2.33138,120,Female
54_18_900,900,Trifluoperazine2HCl_,4,4,16,396,1,583,2.22993,137,Female
54_18_900,900,Trifluoperazine2HCl_,4,5,16,435,8,555,2.25333,130,Female
54_19_900,900,Trifluoperazine2HCl_,4,1,17,218,16,579,3.34215,31,Female
54_19_900,900,Trifluoperazine2HCl_,4,2,29,313,12,622,2.75446,27,Female
54_19_900,900,Trifluoperazine2HCl_,4,3,29,398,9,684,2.11173,0,Female
54_19_900,900,Trifluoperazine2HCl_,4,4,24,406,11,662,2.34677,7,Female
54_19_900,900,Trifluoperazine2HCl_,4,5,23,381,3,680,2.00264,35,Female
54_20_900,900,Trifluoperazine2HCl_,4,1,34,326,17,562,1.71558,13,Female
54_20_900,900,Trifluoperazine2HCl_,4,2,25,209,15,605,1.6853,21,Female
54_20_900,900,Trifluoperazine2HCl_,4,3,18,150,10,592,1.55014,9,Female
54_20_900,900,Trifluoperazine2HCl_,4,4,19,154,18,596,1.7942,66,Female
54_20_900,900,Trifluoperazine2HCl_,4,5,21,187,17,664,2.28353,6,Female
54_21_900,900,Trifluoperazine2HCl_,4,1,11,109,16,548,1.83525,35,Female
54_21_900,900,Trifluoperazine2HCl_,4,2,18,132,16,678,1.46508,13,Female
54_21_900,900,Trifluoperazine2HCl_,4,3,20,127,16,675,1.52351,14,Female
54_21_900,900,Trifluoperazine2HCl_,4,4,14,124,9,683,1.58926,27,Female
54_21_900,900,Trifluoperazine2HCl_,4,5,15,183,7,417,1.83571,24,Female
54_22_900,900,Trifluoperazine2HCl_,4,1,15,209,8,562,1.97309,74,Female
54_22_900,900,Trifluoperazine2HCl_,4,2,24,275,2,703,1.70996,16,Female
54_22_900,900,Trifluoperazine2HCl_,4,3,19,190,2,715,1.4243,4,Female
54_22_900,900,Trifluoperazine2HCl_,4,4,22,305,2,711,1.90802,8,Female
54_22_900,900,Trifluoperazine2HCl_,4,5,21,291,1,654,1.61414,66,Female
54_23_900,900,Trifluoperazine2HCl_,4,1,31,283,9,593,1.6773,92,Female
54_23_900,900,Trifluoperazine2HCl_,4,2,25,285,10,666,1.80573,19,Female
54_23_900,900,Trifluoperazine2HCl_,4,3,20,373,5,636,1.57773,4,Female
54_23_900,900,Trifluoperazine2HCl_,4,4,19,209,19,552,1.64212,8,Female
54_23_900,900,Trifluoperazine2HCl_,4,5,29,229,11,578,1.33649,43,Female
54_24_900,900,Trifluoperazine2HCl_,4,1,29,377,6,616,1.41163,58,Female
54_24_900,900,Trifluoperazine2HCl_,4,2,27,398,4,598,1.48649,29,Female
54_24_900,900,Trifluoperazine2HCl_,4,3,28,358,6,682,1.5425,16,Female
54_24_900,900,Trifluoperazine2HCl_,4,4,24,356,1,695,1.39846,20,Female
54_24_900,900,Trifluoperazine2HCl_,4,5,25,314,1,676,1.45778,6,Female
54_25_900,900,Trifluoperazine2HCl_,4,1,16,436,8,351,2.94793,69,Male
54_25_900,900,Trifluoperazine2HCl_,4,2,44,541,17,214,2.3854,122,Male
54_25_900,900,Trifluoperazine2HCl_,4,3,41,389,15,147,1.89602,151,Male
54_25_900,900,Trifluoperazine2HCl_,4,4,18,190,20,317,2.32154,171,Male
54_25_900,900,Trifluoperazine2HCl_,4,5,26,307,18,290,2.45552,184,Male
54_26_900,900,Trifluoperazine2HCl_,4,1,13,455,5,506,2.63257,54,Male
54_26_900,900,Trifluoperazine2HCl_,4,2,11,564,6,537,2.87611,82,Male
54_26_900,900,Trifluoperazine2HCl_,4,3,22,472,6,570,2.83417,115,Male
54_26_900,900,Trifluoperazine2HCl_,4,4,14,431,3,571,2.55936,125,Male
54_26_900,900,Trifluoperazine2HCl_,4,5,13,524,6,537,2.37467,158,Male
54_27_900,900,Trifluoperazine2HCl_,4,1,8,337,8,533,1.89298,53,Male
54_27_900,900,Trifluoperazine2HCl_,4,2,18,349,24,379,1.69242,78,Male
54_27_900,900,Trifluoperazine2HCl_,4,3,12,201,16,288,1.5857,193,Male
54_27_900,900,Trifluoperazine2HCl_,4,4,13,319,16,254,1.67243,155,Male
54_27_900,900,Trifluoperazine2HCl_,4,5,16,315,19,273,1.71009,187,Male
54_28_900,900,Trifluoperazine2HCl_,4,1,6,393,8,597,2.83556,63,Male
54_28_900,900,Trifluoperazine2HCl_,4,2,11,403,14,560,2.587,104,Male
54_28_900,900,Trifluoperazine2HCl_,4,3,10,340,7,532,2.9331,147,Male
54_28_900,900,Trifluoperazine2HCl_,4,4,13,290,15,657,2.67343,31,Male
54_28_900,900,Trifluoperazine2HCl_,4,5,12,450,12,515,2.91789,160,Male
54_29_900,900,Trifluoperazine2HCl_,4,1,9,318,3,407,2.94685,94,Male
54_29_900,900,Trifluoperazine2HCl_,4,2,14,195,12,337,2.72797,149,Male
54_29_900,900,Trifluoperazine2HCl_,4,3,21,335,12,304,2.47441,154,Male
54_29_900,900,Trifluoperazine2HCl_,4,4,15,311,17,318,2.27004,190,Male
54_29_900,900,Trifluoperazine2HCl_,4,5,27,335,20,353,2.07181,144,Male
54_30_900,900,Trifluoperazine2HCl_,4,1,23,429,11,632,2.52243,12,Male
54_30_900,900,Trifluoperazine2HCl_,4,2,13,477,12,552,2.29197,38,Male
54_30_900,900,Trifluoperazine2HCl_,4,3,6,472,6,552,2.15625,0,Male
54_30_900,900,Trifluoperazine2HCl_,4,4,6,514,12,448,1.98536,106,Male
54_30_900,900,Trifluoperazine2HCl_,4,5,11,406,13,469,1.81239,56,Male
54_31_900,900,Trifluoperazine2HCl_,4,1,14,420,2,564,3.11404,69,Male
54_31_900,900,Trifluoperazine2HCl_,4,2,12,497,2,512,3.15313,121,Male
54_31_900,900,Trifluoperazine2HCl_,4,3,9,478,6,422,2.48333,170,Male
54_31_900,900,Trifluoperazine2HCl_,4,4,29,404,10,456,2.17931,193,Male
54_31_900,900,Trifluoperazine2HCl_,4,5,18,419,5,432,1.7674,163,Male
54_32_900,900,Trifluoperazine2HCl_,4,1,27,507,16,483,2.70889,72,Male
54_32_900,900,Trifluoperazine2HCl_,4,2,5,578,17,427,2.41379,106,Male
54_32_900,900,Trifluoperazine2HCl_,4,3,5,534,7,417,2.17791,117,Male
54_32_900,900,Trifluoperazine2HCl_,4,4,30,544,12,363,2.19887,149,Male
54_32_900,900,Trifluoperazine2HCl_,4,5,5,302,7,390,2.67513,176,Male
55_1_703,703,Chlorpromazine_Sonazine_,1,1,17,213,22,357,2.61839,30,Female
55_1_703,703,Chlorpromazine_Sonazine_,1,2,10,107,29,384,1.98946,49,Female
55_1_703,703,Chlorpromazine_Sonazine_,1,3,22,316,35,545,2.63385,0,Female
55_1_703,703,Chlorpromazine_Sonazine_,1,4,33,399,39,414,2.31419,43,Female
55_1_703,703,Chlorpromazine_Sonazine_,1,5,43,437,38,504,2.48898,9,Female
55_2_703,703,Chlorpromazine_Sonazine_,1,1,14,490,15,505,3.10112,29,Female
55_2_703,703,Chlorpromazine_Sonazine_,1,2,19,472,18,547,3.19477,19,Female
55_2_703,703,Chlorpromazine_Sonazine_,1,3,16,479,23,600,2.75623,26,Female
55_2_703,703,Chlorpromazine_Sonazine_,1,4,12,523,17,563,2.85028,27,Female
55_2_703,703,Chlorpromazine_Sonazine_,1,5,18,405,11,587,2.86384,30,Female
55_3_703,703,Chlorpromazine_Sonazine_,1,1,34,462,27,606,2.60484,27,Female
55_3_703,703,Chlorpromazine_Sonazine_,1,2,26,299,28,518,3.40931,11,Female
55_3_703,703,Chlorpromazine_Sonazine_,1,3,32,423,28,597,2.55476,14,Female
55_3_703,703,Chlorpromazine_Sonazine_,1,4,21,267,19,565,3.05592,12,Female
55_3_703,703,Chlorpromazine_Sonazine_,1,5,18,237,35,493,2.84085,21,Female
55_5_703,703,Chlorpromazine_Sonazine_,1,1,26,199,23,564,1.7031,49,Female
55_5_703,703,Chlorpromazine_Sonazine_,1,2,32,334,22,560,1.92674,89,Female
55_5_703,703,Chlorpromazine_Sonazine_,1,3,28,205,11,681,1.84116,10,Female
55_5_703,703,Chlorpromazine_Sonazine_,1,4,23,419,17,615,2.45567,20,Female
55_5_703,703,Chlorpromazine_Sonazine_,1,5,24,200,17,467,2.36481,29,Female
55_6_703,703,Chlorpromazine_Sonazine_,1,1,33,466,32,519,2.79121,33,Female
55_6_703,703,Chlorpromazine_Sonazine_,1,2,37,477,25,461,2.38048,19,Female
55_6_703,703,Chlorpromazine_Sonazine_,1,3,34,466,31,508,2.37124,20,Female
55_6_703,703,Chlorpromazine_Sonazine_,1,4,30,468,30,547,2.06824,0,Female
55_6_703,703,Chlorpromazine_Sonazine_,1,5,36,445,29,538,1.96718,10,Female
55_8_703,703,Chlorpromazine_Sonazine_,1,1,6,70,19,585,2.84459,41,Female
55_8_703,703,Chlorpromazine_Sonazine_,1,2,11,96,30,338,2.89066,46,Female
55_8_703,703,Chlorpromazine_Sonazine_,1,3,17,212,18,640,3.2449,26,Female
55_8_703,703,Chlorpromazine_Sonazine_,1,4,7,54,14,597,3.16477,42,Female
55_8_703,703,Chlorpromazine_Sonazine_,1,5,4,21,13,621,3.19048,32,Female
55_9_703,703,Chlorpromazine_Sonazine_,1,1,16,314,15,417,2.7433,42,Male
55_9_703,703,Chlorpromazine_Sonazine_,1,2,18,236,11,404,2.64,44,Male
55_9_703,703,Chlorpromazine_Sonazine_,1,3,16,291,29,427,2.65512,36,Male
55_9_703,703,Chlorpromazine_Sonazine_,1,4,17,243,18,350,2.46871,40,Male
55_9_703,703,Chlorpromazine_Sonazine_,1,5,16,266,18,216,2.52296,75,Male
55_10_703,703,Chlorpromazine_Sonazine_,1,1,23,351,18,382,2.41301,54,Male
55_10_703,703,Chlorpromazine_Sonazine_,1,2,23,277,17,411,2.43351,93,Male
55_10_703,703,Chlorpromazine_Sonazine_,1,3,12,207,22,474,2.22925,64,Male
55_10_703,703,Chlorpromazine_Sonazine_,1,4,15,230,12,432,2.3946,96,Male
55_10_703,703,Chlorpromazine_Sonazine_,1,5,8,283,13,384,2.24321,98,Male
55_11_703,703,Chlorpromazine_Sonazine_,1,1,12,457,18,479,3.10119,29,Male
55_11_703,703,Chlorpromazine_Sonazine_,1,2,7,249,13,638,2.74503,54,Male
55_11_703,703,Chlorpromazine_Sonazine_,1,3,6,404,3,654,2.32723,63,Male
55_11_703,703,Chlorpromazine_Sonazine_,1,4,8,409,4,620,2.20925,64,Male
55_11_703,703,Chlorpromazine_Sonazine_,1,5,9,448,5,526,2.69313,69,Male
55_12_703,703,Chlorpromazine_Sonazine_,1,1,17,578,7,582,3.35,15,Male
55_12_703,703,Chlorpromazine_Sonazine_,1,2,11,388,20,471,2.2926,11,Male
55_12_703,703,Chlorpromazine_Sonazine_,1,3,10,518,9,618,2.39145,40,Male
55_12_703,703,Chlorpromazine_Sonazine_,1,4,8,492,5,680,2.50746,12,Male
55_12_703,703,Chlorpromazine_Sonazine_,1,5,8,466,6,653,2.15265,17,Male
55_13_703,703,Chlorpromazine_Sonazine_,1,1,27,480,23,453,3.26627,20,Male
55_13_703,703,Chlorpromazine_Sonazine_,1,2,6,435,22,438,2.95238,70,Male
55_13_703,703,Chlorpromazine_Sonazine_,1,3,6,402,22,326,2.78792,35,Male
55_13_703,703,Chlorpromazine_Sonazine_,1,4,9,346,24,405,2.9463,107,Male
55_13_703,703,Chlorpromazine_Sonazine_,1,5,10,352,20,341,2.6988,62,Male
55_14_703,703,Chlorpromazine_Sonazine_,1,1,9,413,10,428,2.48748,42,Male
55_14_703,703,Chlorpromazine_Sonazine_,1,2,4,320,19,424,2.54885,43,Male
55_14_703,703,Chlorpromazine_Sonazine_,1,3,3,197,19,602,2.80031,23,Male
55_14_703,703,Chlorpromazine_Sonazine_,1,4,6,231,16,608,2.64559,41,Male
55_14_703,703,Chlorpromazine_Sonazine_,1,5,5,164,22,586,2.51014,30,Male
55_15_703,703,Chlorpromazine_Sonazine_,1,1,22,546,12,579,2.46667,61,Male
55_15_703,703,Chlorpromazine_Sonazine_,1,2,5,454,12,562,2.07547,93,Male
55_15_703,703,Chlorpromazine_Sonazine_,1,3,14,435,5,629,1.81915,56,Male
55_15_703,703,Chlorpromazine_Sonazine_,1,4,12,421,15,582,2.28375,78,Male
55_15_703,703,Chlorpromazine_Sonazine_,1,5,11,425,2,555,2.17174,54,Male
55_16_703,703,Chlorpromazine_Sonazine_,1,1,18,269,9,353,2.48289,84,Male
55_16_703,703,Chlorpromazine_Sonazine_,1,2,13,313,10,325,2.30424,35,Male
55_16_703,703,Chlorpromazine_Sonazine_,1,3,11,347,16,349,2.42204,53,Male
55_16_703,703,Chlorpromazine_Sonazine_,1,4,11,281,27,438,2.26075,29,Male
